From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (molecular function)	Gene Ontology IDs
C7M8N7	C7M8N7	unreviewed	C7M8N7_CAPOD	Phosphate acetyltransferase (EC 2.3.1.8) (Phosphotransacetylase)	Coch_1871	Capnocytophaga ochracea (strain ATCC 27872 / DSM 7271 / JCM 12966 / NCTC 12371 / VPI 2845) (Bacteroides ochraceus)	691	acetyl-CoA biosynthetic process [GO:0006085]	cytoplasm [GO:0005737]	phosphate acetyltransferase activity [GO:0008959]	GO:0005737; GO:0006085; GO:0008959
R5NI84	R5NI84	unreviewed	R5NI84_9FIRM	ATPase associated with various cellular activities AAA_3	BN730_00304	Eubacterium sp. CAG:603	309			ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]	GO:0005524; GO:0016887
A0A0G3AAP3	A0A0G3AAP3	unreviewed	A0A0G3AAP3_9DELT	AAA ATPase-like protein	ATI61_107523	Archangium gephyra	985				
B5YJF1	B5YJF1	unreviewed	B5YJF1_THEYD	AAA domain-containing protein	THEYE_A0523	Thermodesulfovibrio yellowstonii (strain ATCC 51303 / DSM 11347 / YP87)	506	sulfate transport [GO:0008272]			GO:0008272
A0A0Q5E7L4	A0A0Q5E7L4	unreviewed	A0A0Q5E7L4_9MICO	AAA+ ATPase domain-containing protein	ASF68_01535	Plantibacter sp. Leaf314	1128				
A0A0D2P2C7	A0A0D2P2C7	unreviewed	A0A0D2P2C7_GOSRA	AAA+ ATPase domain-containing protein	B456_007G034600 Gorai_017866	Gossypium raimondii (New World cotton)	496	response to stress [GO:0006950]	membrane [GO:0016020]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]	GO:0005524; GO:0006950; GO:0016020; GO:0016887
A0A061E928	A0A061E928	unreviewed	A0A061E928_THECC	ATP binding protein, putative	TCM_010794	Theobroma cacao (Cacao) (Cocoa)	494	response to stress [GO:0006950]		ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]	GO:0005524; GO:0006950; GO:0016887
R5FMW0	R5FMW0	unreviewed	R5FMW0_9BACT	Putative helicase	BN812_01632	Prevotella sp. CAG:924	692			helicase activity [GO:0004386]	GO:0004386
A0A2C5XZ67	A0A2C5XZ67	unreviewed	A0A2C5XZ67_9HYPO	PNK FHA domain-containing protein	CDD81_1334	Ophiocordyceps australis	462				
R6C172	R6C172	unreviewed	R6C172_9BACT	5-nucleotidase family protein	BN510_02328	Prevotella copri CAG:164	243	nucleotide catabolic process [GO:0009166]		hydrolase activity [GO:0016787]	GO:0009166; GO:0016787
A0A1E7FC23	A0A1E7FC23	unreviewed	A0A1E7FC23_9STRA	Fe2OG dioxygenase domain-containing protein	FRACYDRAFT_187100	Fragilariopsis cylindrus CCMP1102	372			dioxygenase activity [GO:0051213]; iron ion binding [GO:0005506]; L-ascorbic acid binding [GO:0031418]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]	GO:0005506; GO:0016705; GO:0031418; GO:0051213
K7EZW1	K7EZW1	unreviewed	K7EZW1_PELSI	C-C chemokine receptor type 8		Pelodiscus sinensis (Chinese softshell turtle) (Trionyx sinensis)	352	chemotaxis [GO:0006935]	early endosome [GO:0005769]; plasma membrane [GO:0005886]	chemokine receptor activity [GO:0004950]	GO:0004950; GO:0005769; GO:0005886; GO:0006935
G3AFG2	G3AFG2	unreviewed	G3AFG2_SPAPN	AAA+ ATPase domain-containing protein	SPAPADRAFT_69321	Spathaspora passalidarum (strain NRRL Y-27907 / 11-Y1)	715	DNA strand elongation involved in DNA replication [GO:0006271]		ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]	GO:0003677; GO:0005524; GO:0006271; GO:0016887
A0A1I3X303	A0A1I3X303	unreviewed	A0A1I3X303_9BACL	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.-)	SAMN05518846_10943	Brevibacillus centrosporus	409			acyltransferase activity [GO:0016746]	GO:0016746
B7RIG1	B7RIG1	unreviewed	B7RIG1_ROSS0	2`,3`-cyclic-nucleotide 2`-phosphodiesterase (EC 3.1.4.16)	cpdB RGAI101_2720	Roseobacter sp. (strain GAI101)	590	nucleotide catabolic process [GO:0009166]		2',3'-cyclic-nucleotide 2'-phosphodiesterase activity [GO:0008663]; nucleotide binding [GO:0000166]; phosphatase activity [GO:0016791]	GO:0000166; GO:0008663; GO:0009166; GO:0016791
A0A1G1IKK0	A0A1G1IKK0	unreviewed	A0A1G1IKK0_9BACT	ATPase	A2036_01970	Omnitrophica bacterium GWA2_50_21	329			ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]	GO:0005524; GO:0016887
E0SHT3	E0SHT3	unreviewed	E0SHT3_DICD3	endopeptidase La (EC 3.4.21.53)	ycbZ Dda3937_03409	Dickeya dadantii (strain 3937) (Erwinia chrysanthemi (strain 3937))	576	protein catabolic process [GO:0030163]; proteolysis [GO:0006508]		ATP binding [GO:0005524]; ATP-dependent peptidase activity [GO:0004176]; serine-type endopeptidase activity [GO:0004252]	GO:0004176; GO:0004252; GO:0005524; GO:0006508; GO:0030163
A0A0X3X1B5	A0A0X3X1B5	unreviewed	A0A0X3X1B5_9ACTN	Membrane protein insertase YidC (Foldase YidC) (Membrane integrase YidC) (Membrane protein YidC)	ADL30_04455	Streptomyces sp. NRRL S-1521	258	protein transport [GO:0015031]	membrane [GO:0016020]	membrane insertase activity [GO:0032977]	GO:0015031; GO:0016020; GO:0032977
A0A0N0SJW6	A0A0N0SJW6	unreviewed	A0A0N0SJW6_9ACTN	ATPase AAA	ADK57_40760	Streptomyces sp. MMG1533	340			ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]	GO:0005524; GO:0016887
A0A0J7J0N0	A0A0J7J0N0	unreviewed	A0A0J7J0N0_9FLAO	5'-nucleotidase	ACM44_05065	Chryseobacterium koreense CCUG 49689	256	nucleotide catabolic process [GO:0009166]		hydrolase activity [GO:0016787]	GO:0009166; GO:0016787
K1EQF6	K1EQF6	unreviewed	K1EQF6_9MICO	5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2)	B277_07526 CWN80_10580	Janibacter hoylei PVAS-1	192			5-formyltetrahydrofolate cyclo-ligase activity [GO:0030272]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]	GO:0005524; GO:0030272; GO:0046872
A0A0M0G622	A0A0M0G622	unreviewed	A0A0M0G622_9BACI	Acetylglutamate kinase (EC 2.7.2.8) (N-acetyl-L-glutamate 5-phosphotransferase) (NAG kinase) (NAGK)	argB AF331_15215	Rossellomorea marisflavi	263	arginine biosynthetic process via ornithine [GO:0042450]; phosphorylation [GO:0016310]	cytoplasm [GO:0005737]	acetylglutamate kinase activity [GO:0003991]; ATP binding [GO:0005524]	GO:0003991; GO:0005524; GO:0005737; GO:0016310; GO:0042450
L1JUL6	L1JUL6	unreviewed	L1JUL6_GUITC	Fe2OG dioxygenase domain-containing protein	GUITHDRAFT_150687	Guillardia theta (strain CCMP2712) (Cryptophyte)	315		membrane [GO:0016020]	dioxygenase activity [GO:0051213]; iron ion binding [GO:0005506]; L-ascorbic acid binding [GO:0031418]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]	GO:0005506; GO:0016020; GO:0016705; GO:0031418; GO:0051213
T1JZC0	T1JZC0	unreviewed	T1JZC0_TETUR	G-protein coupled receptors family 1 profile domain-containing protein		Tetranychus urticae (Two-spotted spider mite)	372		membrane [GO:0016020]	neuropeptide Y receptor activity [GO:0004983]	GO:0004983; GO:0016020
A0A0L0QR48	A0A0L0QR48	unreviewed	A0A0L0QR48_VIRPA	ATP-dependent zinc metalloprotease FtsH (EC 3.4.24.-)	ftsH AFK71_05015	Virgibacillus pantothenticus	686	cell division [GO:0051301]; protein catabolic process [GO:0030163]; proteolysis [GO:0006508]	plasma membrane [GO:0005886]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent peptidase activity [GO:0004176]; metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270]	GO:0004176; GO:0004222; GO:0005524; GO:0005886; GO:0006508; GO:0008270; GO:0016887; GO:0030163; GO:0051301
A0A2G1DGM9	A0A2G1DGM9	unreviewed	A0A2G1DGM9_9PROT	ATP-dependent zinc metalloprotease FtsH (EC 3.4.24.-)	ftsH CPU12_09895	Malaciobacter molluscorum LMG 25693	689	cell division [GO:0051301]; protein catabolic process [GO:0030163]; proteolysis [GO:0006508]	plasma membrane [GO:0005886]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent peptidase activity [GO:0004176]; metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270]	GO:0004176; GO:0004222; GO:0005524; GO:0005886; GO:0006508; GO:0008270; GO:0016887; GO:0030163; GO:0051301
G8WSY5	G8WSY5	unreviewed	G8WSY5_STREN	Dehydrogenase	SCATT_43200	Streptantibioticus cattleyicolor (strain ATCC 35852 / DSM 46488 / JCM 4925 / NBRC 14057 / NRRL 8057) (Streptomyces cattleya)	294			NAD binding [GO:0051287]; oxidoreductase activity, acting on CH-OH group of donors [GO:0016614]	GO:0016614; GO:0051287
A0A1I3IWR6	A0A1I3IWR6	unreviewed	A0A1I3IWR6_9RHOB	Chromosome partitioning ATPase, Mrp family, contains Fe-S cluster	SAMN05216258_107258	Albimonas pacifica	671		membrane [GO:0016020]		GO:0016020
A0A179SUB7	A0A179SUB7	unreviewed	A0A179SUB7_9BACI	Recombinase RarA	A6K24_05525	Metabacillus litoralis	416	DNA recombination [GO:0006310]; DNA repair [GO:0006281]; DNA replication [GO:0006260]		DNA binding [GO:0003677]; four-way junction helicase activity [GO:0009378]	GO:0003677; GO:0006260; GO:0006281; GO:0006310; GO:0009378
A0A0Q5ERQ5	A0A0Q5ERQ5	unreviewed	A0A0Q5ERQ5_9HYPH	histidine kinase (EC 2.7.13.3)	ASF69_15425	Rhizobium sp. Leaf311	670		membrane [GO:0016020]	phosphorelay sensor kinase activity [GO:0000155]	GO:0000155; GO:0016020
A0A0E9NMF7	A0A0E9NMF7	unreviewed	A0A0E9NMF7_SAICN	AAA+ ATPase domain-containing protein	G7K_5136-t1	Saitoella complicata (strain BCRC 22490 / CBS 7301 / JCM 7358 / NBRC 10748 / NRRL Y-17804)	716	proteolysis [GO:0006508]	membrane [GO:0016020]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent peptidase activity [GO:0004176]; metalloendopeptidase activity [GO:0004222]	GO:0004176; GO:0004222; GO:0005524; GO:0006508; GO:0016020; GO:0016887
A0A0B4S1C7	A0A0B4S1C7	unreviewed	A0A0B4S1C7_9FIRM	Uridylate kinase (UK) (EC 2.7.4.22) (Uridine monophosphate kinase) (UMP kinase) (UMPK)	pyrH DYJ31_04200 NW74_04410	Parvimonas micra	237	'de novo' CTP biosynthetic process [GO:0044210]; phosphorylation [GO:0016310]	cytoplasm [GO:0005737]	ATP binding [GO:0005524]; UMP kinase activity [GO:0033862]	GO:0005524; GO:0005737; GO:0016310; GO:0033862; GO:0044210
A0A0T6AV15	A0A0T6AV15	unreviewed	A0A0T6AV15_9SCAR	Amino acid permease	AMK59_8496	Oryctes borbonicus	207		membrane [GO:0016020]	transmembrane transporter activity [GO:0022857]	GO:0016020; GO:0022857
T0GUJ2	T0GUJ2	unreviewed	T0GUJ2_9SPHN	D-lactate dehydrogenase (EC 1.1.1.28)	L284_22595	Novosphingobium lindaniclasticum LE124	337			D-lactate dehydrogenase activity [GO:0008720]; NAD binding [GO:0051287]	GO:0008720; GO:0051287
A0A1L8H3K5	A0A1L8H3K5	unreviewed	A0A1L8H3K5_XENLA	Extracellular calcium-sensing receptor	LOC108710432	Xenopus laevis (African clawed frog)	842		plasma membrane [GO:0005886]	G protein-coupled receptor activity [GO:0004930]	GO:0004930; GO:0005886
E1ZBG0	E1ZBG0	unreviewed	E1ZBG0_CHLVA	AAA+ ATPase domain-containing protein	CHLNCDRAFT_51635	Chlorella variabilis (Green alga)	694	proteolysis [GO:0006508]	membrane [GO:0016020]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent peptidase activity [GO:0004176]; metalloendopeptidase activity [GO:0004222]	GO:0004176; GO:0004222; GO:0005524; GO:0006508; GO:0016020; GO:0016887
A0A1F8NH97	A0A1F8NH97	unreviewed	A0A1F8NH97_9CHLR	Peptide synthetase	A2Y93_07635	Chloroflexi bacterium RBG_13_68_17	196				
H8YXY7	H8YXY7	unreviewed	H8YXY7_9GAMM	ATP-dependent RecD-like DNA helicase (EC 3.6.4.12)	recD2 Thi970DRAFT_00973	Thiorhodovibrio sp. 970	768	DNA repair [GO:0006281]		5'-3' DNA helicase activity [GO:0043139]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]	GO:0003677; GO:0005524; GO:0006281; GO:0016887; GO:0043139
A0A1Y4FBZ9	A0A1Y4FBZ9	unreviewed	A0A1Y4FBZ9_9FIRM	ATP-dependent RecD-like DNA helicase (EC 3.6.4.12)	recD2 B5F53_05270	Blautia sp. An249	739			5'-3' DNA helicase activity [GO:0043139]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]	GO:0003677; GO:0005524; GO:0016887; GO:0043139
A0A238Z4C5	A0A238Z4C5	unreviewed	A0A238Z4C5_9BACT	N5-carboxyaminoimidazole ribonucleotide synthase (N5-CAIR synthase) (EC 6.3.4.18) (5-(carboxyamino)imidazole ribonucleotide synthetase)	purK SAMN06265340_10657	Desulfurobacterium atlanticum	382	'de novo' IMP biosynthetic process [GO:0006189]		5-(carboxyamino)imidazole ribonucleotide synthase activity [GO:0034028]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; NAD binding [GO:0051287]; phosphoribosylaminoimidazole carboxylase activity [GO:0004638]	GO:0004638; GO:0005524; GO:0006189; GO:0034028; GO:0046872; GO:0051287
B8C5K0	B8C5K0	unreviewed	B8C5K0_THAPS	26S proteasome ATPase regulatory subunit	RPT5 THAPSDRAFT_516	Thalassiosira pseudonana (Marine diatom) (Cyclotella nana)	427	proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]	chloroplast [GO:0009507]; proteasome regulatory particle, base subcomplex [GO:0008540]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; proteasome-activating activity [GO:0036402]	GO:0005524; GO:0008540; GO:0009507; GO:0016887; GO:0036402; GO:0043161
A0A1T2XNM2	A0A1T2XNM2	unreviewed	A0A1T2XNM2_9BACL	Aspartokinase (EC 2.7.2.4)	BVG16_03155	Paenibacillus selenitireducens	417	diaminopimelate biosynthetic process [GO:0019877]; lysine biosynthetic process via diaminopimelate [GO:0009089]; phosphorylation [GO:0016310]; threonine biosynthetic process [GO:0009088]		aspartate kinase activity [GO:0004072]; ATP binding [GO:0005524]	GO:0004072; GO:0005524; GO:0009088; GO:0009089; GO:0016310; GO:0019877
A0A078LVX3	A0A078LVX3	unreviewed	A0A078LVX3_9PSED	ATP-dependent zinc metalloprotease FtsH (EC 3.4.24.-)	ftsH_1 ftsH BN1079_01763	Pseudomonas saudiphocaensis	606	cell division [GO:0051301]; protein catabolic process [GO:0030163]; proteolysis [GO:0006508]	plasma membrane [GO:0005886]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent peptidase activity [GO:0004176]; metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270]	GO:0004176; GO:0004222; GO:0005524; GO:0005886; GO:0006508; GO:0008270; GO:0016887; GO:0030163; GO:0051301
A0A1Y2EIE1	A0A1Y2EIE1	unreviewed	A0A1Y2EIE1_9PEZI	p-loop containing nucleoside triphosphate hydrolase protein	BCR38DRAFT_416493	Pseudomassariella vexata	503		mitochondrial inner membrane [GO:0005743]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]	GO:0005524; GO:0005743; GO:0016887
A0A0X3U4Z7	A0A0X3U4Z7	unreviewed	A0A0X3U4Z7_9GAMM	Acyl-CoA thioesterase	AVO43_11425	Microbulbifer sp. ZGT114	131			thiolester hydrolase activity [GO:0016790]	GO:0016790
A0A1I1Z2F6	A0A1I1Z2F6	unreviewed	A0A1I1Z2F6_9PROT	ATP-dependent protease ATPase subunit HslU (Unfoldase HslU)	hslU SAMN05428977_10117	Nitrosomonas sp. Nm166	446	protein unfolding [GO:0043335]; proteolysis [GO:0006508]	HslUV protease complex [GO:0009376]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; peptidase activity [GO:0008233]; proteasome-activating activity [GO:0036402]	GO:0005524; GO:0006508; GO:0008233; GO:0009376; GO:0016887; GO:0036402; GO:0043335
A0A1I4AGP8	A0A1I4AGP8	unreviewed	A0A1I4AGP8_9PROT	NADH-quinone oxidoreductase subunit E	SAMN05216302_100929	Nitrosomonas aestuarii	158			2 iron, 2 sulfur cluster binding [GO:0051537]; metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]	GO:0016491; GO:0046872; GO:0051537
A0A167WG22	A0A167WG22	unreviewed	A0A167WG22_9BURK	Clp protease ClpC	AYM40_30280	Paraburkholderia phytofirmans OLGA172	913	proteolysis [GO:0006508]		ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; peptidase activity [GO:0008233]	GO:0005524; GO:0006508; GO:0008233; GO:0016887
A0A212Q2L4	A0A212Q2L4	unreviewed	A0A212Q2L4_9PROT	Glutamate 5-kinase (EC 2.7.2.11) (Gamma-glutamyl kinase) (GK)	proB SAMN07250955_101373	Arboricoccus pini	372	L-proline biosynthetic process [GO:0055129]; phosphorylation [GO:0016310]	cytoplasm [GO:0005737]	ATP binding [GO:0005524]; glutamate 5-kinase activity [GO:0004349]; RNA binding [GO:0003723]	GO:0003723; GO:0004349; GO:0005524; GO:0005737; GO:0016310; GO:0055129
A0A1Y5RNJ1	A0A1Y5RNJ1	unreviewed	A0A1Y5RNJ1_9RHOB	Glutamate 5-kinase (EC 2.7.2.11) (Gamma-glutamyl kinase) (GK)	proB PSA7680_00674	Pseudoruegeria aquimaris	368	L-proline biosynthetic process [GO:0055129]; phosphorylation [GO:0016310]	cytoplasm [GO:0005737]	ATP binding [GO:0005524]; glutamate 5-kinase activity [GO:0004349]; RNA binding [GO:0003723]	GO:0003723; GO:0004349; GO:0005524; GO:0005737; GO:0016310; GO:0055129
I4A0B2	I4A0B2	unreviewed	I4A0B2_ORNRL	Putative ATP-dependent serine protease	Ornrh_1212	Ornithobacterium rhinotracheale (strain ATCC 51463 / DSM 15997 / CCUG 23171 / CIP 104009 / LMG 9086)	219	proteolysis [GO:0006508]		ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; peptidase activity [GO:0008233]	GO:0005524; GO:0006508; GO:0008233; GO:0016887
A0A1A8ZVX5	A0A1A8ZVX5	unreviewed	A0A1A8ZVX5_9ACTN	Phosphoribosyl-AMP cyclohydrolase (PRA-CH) (EC 3.5.4.19)	hisI GA0070621_3072	Micromonospora narathiwatensis	459	histidine biosynthetic process [GO:0000105]	cytoplasm [GO:0005737]	magnesium ion binding [GO:0000287]; phosphoribosyl-AMP cyclohydrolase activity [GO:0004635]; zinc ion binding [GO:0008270]	GO:0000105; GO:0000287; GO:0004635; GO:0005737; GO:0008270
A0A0D9WK31	A0A0D9WK31	unreviewed	A0A0D9WK31_9ORYZ	Fe2OG dioxygenase domain-containing protein		Leersia perrieri	319			metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]	GO:0016491; GO:0046872
V7I8N8	V7I8N8	unreviewed	V7I8N8_9CLOT	Glycerate dehydrogenase	T472_0206735	Youngiibacter fragilis 232.1	319			NAD binding [GO:0051287]; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]	GO:0016616; GO:0051287
A0A1S3HUI1	A0A1S3HUI1	unreviewed	A0A1S3HUI1_LINUN	Thyrotropin-releasing hormone receptor (Thyroliberin receptor)	LOC106157940	Lingula unguis	374		plasma membrane [GO:0005886]	thyrotropin-releasing hormone receptor activity [GO:0004997]	GO:0004997; GO:0005886
A0A196SES0	A0A196SES0	unreviewed	A0A196SES0_BLAHN	AAA+ ATPase domain-containing protein	AV274_2726	Blastocystis sp. subtype 1 (strain ATCC 50177 / NandII)	714	proteolysis [GO:0006508]	membrane [GO:0016020]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent peptidase activity [GO:0004176]; metalloendopeptidase activity [GO:0004222]	GO:0004176; GO:0004222; GO:0005524; GO:0006508; GO:0016020; GO:0016887
A0A2A2EIC7	A0A2A2EIC7	unreviewed	A0A2A2EIC7_9BIFI	ABC transporter permease	B1400_1338	Bifidobacterium italicum	206		membrane [GO:0016020]	ABC-type transporter activity [GO:0140359]	GO:0016020; GO:0140359
A0A161XDS2	A0A161XDS2	unreviewed	A0A161XDS2_9EURY	DNA helicase (EC 3.6.4.12)	A4G99_06430	Haladaptatus sp. R4	882	DNA replication [GO:0006260]		4 iron, 4 sulfur cluster binding [GO:0051539]; DNA binding [GO:0003677]; helicase activity [GO:0004386]	GO:0003677; GO:0004386; GO:0006260; GO:0051539
A0A0M2HER4	A0A0M2HER4	unreviewed	A0A0M2HER4_9MICO	ATP-dependent zinc metalloprotease FtsH (EC 3.4.24.-)	ftsH_2 RS82_01695	Microbacterium trichothecenolyticum	477	proteolysis [GO:0006508]		ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; metallopeptidase activity [GO:0008237]	GO:0005524; GO:0006508; GO:0008237; GO:0016887
A0A1G1M1Y2	A0A1G1M1Y2	unreviewed	A0A1G1M1Y2_9BACT	Glutamate 5-kinase (EC 2.7.2.11) (Gamma-glutamyl kinase) (GK)	proB A2351_09010	Omnitrophica bacterium RIFOXYB12_FULL_50_7	371	L-proline biosynthetic process [GO:0055129]; phosphorylation [GO:0016310]	cytoplasm [GO:0005737]	ATP binding [GO:0005524]; glutamate 5-kinase activity [GO:0004349]; RNA binding [GO:0003723]	GO:0003723; GO:0004349; GO:0005524; GO:0005737; GO:0016310; GO:0055129
A0A285IQ22	A0A285IQ22	unreviewed	A0A285IQ22_9ACTN	Amino acid transporter	SAMN05421748_110227	Actinoplanes atraurantiacus	512	transmembrane transport [GO:0055085]	membrane [GO:0016020]		GO:0016020; GO:0055085
A0A0M3IPE0	A0A0M3IPE0	unreviewed	A0A0M3IPE0_ASCLU	D-isomer specific 2-hydroxyacid dehydrogenase NAD-binding domain-containing protein		Ascaris lumbricoides (Giant roundworm)	469			NAD binding [GO:0051287]	GO:0051287
F6BES3	F6BES3	unreviewed	F6BES3_METIK	Archaeal Lon protease (EC 3.4.21.-) (ATP-dependent protease La homolog)	Metig_1333	Methanotorris igneus (strain DSM 5666 / JCM 11834 / Kol 5)	645	protein catabolic process [GO:0030163]; proteolysis [GO:0006508]; regulation of DNA-templated transcription [GO:0006355]	plasma membrane [GO:0005886]	ATP binding [GO:0005524]; ATP-dependent peptidase activity [GO:0004176]; serine-type endopeptidase activity [GO:0004252]	GO:0004176; GO:0004252; GO:0005524; GO:0005886; GO:0006355; GO:0006508; GO:0030163
W6W4X8	W6W4X8	unreviewed	W6W4X8_RHIS8	Ti-type conjugative transfer relaxase TraA	PMI07_006657	Rhizobium sp. (strain CF080)	1105				
L0AC68	L0AC68	unreviewed	L0AC68_CALLD	ABC-type polysaccharide/polyol phosphate export systems, permease component	Calag_0885	Caldisphaera lagunensis (strain DSM 15908 / JCM 11604 / ANMR 0165 / IC-154)	277		ATP-binding cassette (ABC) transporter complex [GO:0043190]	ABC-type transporter activity [GO:0140359]	GO:0043190; GO:0140359
A0A2G2A0Y0	A0A2G2A0Y0	unreviewed	A0A2G2A0Y0_9COXI	Sugar ABC transporter permease	COB66_01490	Coxiella sp. (in: g-proteobacteria)	180		plasma membrane [GO:0005886]	ABC-type transporter activity [GO:0140359]	GO:0005886; GO:0140359
C1CVQ3	C1CVQ3	unreviewed	C1CVQ3_DEIDV	Glutamate 5-kinase (EC 2.7.2.11) (Gamma-glutamyl kinase) (GK)	proB Deide_13320	Deinococcus deserti (strain DSM 17065 / CIP 109153 / LMG 22923 / VCD115)	363	L-proline biosynthetic process [GO:0055129]; phosphorylation [GO:0016310]	cytoplasm [GO:0005737]	ATP binding [GO:0005524]; glutamate 5-kinase activity [GO:0004349]; RNA binding [GO:0003723]	GO:0003723; GO:0004349; GO:0005524; GO:0005737; GO:0016310; GO:0055129
